Article,Morph,Jewish,Person,Number,Tense,Mood,Voice,Gender,Case,Degree,Strength,Inflection,-2form,-2lemma,-2morph,-2person,-2number,-2tense,-2mood,-2voice,-2gender,-2case,-2degree,-2strength,-2inflection,-1form,-1lemma,-1morph,-1person,-1number,-1tense,-1mood,-1voice,-1gender,-1case,-1degree,-1strength,-1inflection,1form,1lemma,1morph,1person,1number,1tense,1mood,1voice,1gender,1case,1degree,1strength,1inflection,2form,2lemma,2morph,2person,2number,2tense,2mood,2voice,2gender,2case,2degree,2strength,2inflection,3form,3lemma,3morph,3person,3number,3tense,3mood,3voice,3gender,3case,3degree,3strength,3inflection,Answer
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ανοιξας,ανοιγνυμι,-sapamn--i,-,s,a,p,a,m,n,-,-,i,στομα,στομα,-s---na--i,-,s,-,-,-,n,a,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,εδιδασκεν,διδασκω,3siia----i,3,s,i,i,a,-,-,-,-,i,2
οι,-p---mn--i,no,-,p,-,-,-,m,n,-,-,i,των,ο,-p---mg--i,-,p,-,-,-,m,g,-,-,i,περιοικων,περιοικος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,λυκιοι,λυκιος,-p---mnp-i,-,p,-,-,-,m,n,p,-,i,τερμιλαι,τερμιλαι,-p---mn--i,-,p,-,-,-,m,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---na--i,no,-,s,-,-,-,n,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,αρχομεν,αρχω,1ppia----i,1,p,p,i,a,-,-,-,-,i,μερος,μερος,-s---na--i,-,s,-,-,-,n,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,τιμας,τιμη,-p---fa--i,-,p,-,-,-,f,a,-,-,i,2
τοις,-p---md--i,yes,-,p,-,-,-,m,d,-,-,i,νυν,νυν,---------n,-,-,-,-,-,-,-,-,-,n,απαγγελλει,απαγγελλω,3spia----i,3,s,p,i,a,-,-,-,-,i,ανθρωποις,ανθρωπος,-p---md--i,-,p,-,-,-,m,d,-,-,i,παντας,πας,-p---ma--i,-,p,-,-,-,m,a,-,-,i,πανταχου,πανταχου,---------n,-,-,-,-,-,-,-,-,-,n,2
τοις,-p---md--i,yes,-,p,-,-,-,m,d,-,-,i,πατερα,πατηρ,-s---ma--i,-,s,-,-,-,m,a,-,-,i,περιτομης,περιτομη,-s---fg--i,-,s,-,-,-,f,g,-,-,i,ουκ,ου,---------n,-,-,-,-,-,-,-,-,-,n,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,περιτομης,περιτομη,-s---fg--i,-,s,-,-,-,f,g,-,-,i,3
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,εθος,εθος,-s---na--i,-,s,-,-,-,n,a,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,ορος,ορος,-s---na--i,-,s,-,-,-,n,a,-,-,i,των,ο,-p---fg--i,-,p,-,-,-,f,g,-,-,i,ελαιων,ελαια,-p---fg--i,-,p,-,-,-,f,g,-,-,i,2
τα,-p---na--i,no,-,p,-,-,-,n,a,-,-,i,μεν,μεν,---------n,-,-,-,-,-,-,-,-,-,n,κατα,κατα,---------n,-,-,-,-,-,-,-,-,-,n,ειλοντο,αιρεω,3paim----i,3,p,a,i,m,-,-,-,-,i,ετραποντο,τρεπω,3paim----i,3,p,a,i,m,-,-,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,το,ο,-s---na--i,-,s,-,-,-,n,a,-,-,i,θελημα,θελημα,-s---na--i,-,s,-,-,-,n,a,-,-,i,εμον,εμος,1s---na--i,1,s,-,-,-,n,a,-,-,i,αλλα,αλλα,---------n,-,-,-,-,-,-,-,-,-,n,το,ο,-s---na--i,-,s,-,-,-,n,a,-,-,i,2
του,-s---ng--i,no,-,s,-,-,-,n,g,-,-,i,ατε,ατε,---------n,-,-,-,-,-,-,-,-,-,n,γαρ,γαρ,---------n,-,-,-,-,-,-,-,-,-,n,τε,τε,---------n,-,-,-,-,-,-,-,-,-,n,ανω,ανω,---------n,-,-,-,-,-,-,-,-,-,n,στοματος,στομα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,3
του,-s---og--i,yes,-,s,-,-,-,o,g,-,-,i,αυτω,αυτος,3s---md--i,3,s,-,-,-,m,d,-,-,i,δια,δια,---------n,-,-,-,-,-,-,-,-,-,n,βαπτισματος,βαπτισμα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,τον,ο,-s---ma--i,-,s,-,-,-,m,a,-,-,i,2
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,αναγγειλαι,αναγγελλω,--ana----i,-,-,a,n,a,-,-,-,-,i,πασαν,πας,-s---fa--i,-,s,-,-,-,f,a,-,-,i,βουλην,βουλη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
οι,-p---mn--i,no,-,p,-,-,-,m,n,-,-,i,εφεσιην,εφεσιος,-s---fap-i,-,s,-,-,-,f,a,p,-,i,κομιζομενοι,κομιζω,-pppmmn--i,-,p,p,p,m,m,n,-,-,i,χιοι,χιος,-p---mn--i,-,p,-,-,-,m,n,-,-,i,νυκτος,νυξ,-s---fg--i,-,s,-,-,-,f,g,-,-,i,τε,τε,---------n,-,-,-,-,-,-,-,-,-,n,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,πηραν,πηρα,-s---fa--i,-,s,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,εχων,εχω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,πωλησατω,πωλεω,3sama----i,3,s,a,m,a,-,-,-,-,i,3
των,-p---mg--i,no,-,p,-,-,-,m,g,-,-,i,νυν,νυν,---------n,-,-,-,-,-,-,-,-,-,n,αιτιωτατους,αιτιος,-p---mas-i,-,p,-,-,-,m,a,s,-,i,βαρκαιων,βαρκαιοι,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,η,ο,-s---fn--i,-,s,-,-,-,f,n,-,-,i,φερετιμη,φερετιμη,-s---fn--i,-,s,-,-,-,f,n,-,-,i,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,λογου,λογος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,λαλησαι,λαλεω,--ana----i,-,-,a,n,a,-,-,-,-,i,μυστηριον,μυστηριον,-s---na--i,-,s,-,-,-,n,a,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,χριστου,χριστος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
το,-s---nn--i,yes,-,s,-,-,-,n,n,-,-,i,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,ολον,ολος,-s---nnp-i,-,s,-,-,-,n,n,p,-,i,σωμα,σωμα,-s---nn--i,-,s,-,-,-,n,n,-,-,i,σου,συ,2s---pg--i,2,s,-,-,-,p,g,-,-,i,βληθη,βαλλω,3sasp----i,3,s,a,s,p,-,-,-,-,i,2
οι,-p---mn--i,yes,-,p,-,-,-,m,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,εγογγυζον,γογγυζω,3piia----i,3,p,i,i,a,-,-,-,-,i,φαρισαιοι,φαρισαιος,-p---mn--i,-,p,-,-,-,m,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,2
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,αποστησονται,αφιστημι,3pfim----i,3,p,f,i,m,-,-,-,-,i,τινες,τις,-p---pn--i,-,p,-,-,-,p,n,-,-,i,πιστεως,πιστις,-s---fg--i,-,s,-,-,-,f,g,-,-,i,προσεχοντες,προσεχω,-pppamn--i,-,p,p,p,a,m,n,-,-,i,πνευμασιν,πνευμα,-p---nd--i,-,p,-,-,-,n,d,-,-,i,2
των,-p---mg--i,no,-,p,-,-,-,m,g,-,-,i,κεφαλησι,κεφαλη,-p---fd--i,-,p,-,-,-,f,d,-,-,i,αγχοτατα,αγχου,-------s-i,-,-,-,-,-,-,-,s,-,i,μηδικων,μηδικος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,εχοντες,εχω,-pppamn--i,-,p,p,p,a,m,n,-,-,i,εστρατευοντο,στρατευω,3piim----i,3,p,i,i,m,-,-,-,-,i,2
τας,-p---fa--i,yes,-,p,-,-,-,f,a,-,-,i,ευρουσα,ευρισκω,-sapafn--i,-,s,a,p,a,f,n,-,-,i,συνκαλει,συγκαλεω,3spia----i,3,s,p,i,a,-,-,-,-,i,φιλας,φιλη,-p---fa--i,-,p,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,γειτονας,γειτων,-p---fa--i,-,p,-,-,-,f,a,-,-,i,2
η,-s---fn--i,yes,-,s,-,-,-,f,n,-,-,i,ευλογια,ευλογια,-s---fn--i,-,s,-,-,-,f,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,τιμη,τιμη,-s---fn--i,-,s,-,-,-,f,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,η,ο,-s---fn--i,-,s,-,-,-,f,n,-,-,i,2
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,των,ο,-p---qg--i,-,p,-,-,-,q,g,-,-,i,διαθηκων,διαθηκη,-p---fg--i,-,p,-,-,-,f,g,-,-,i,επαγγελιας,επαγγελια,-s---fg--i,-,s,-,-,-,f,g,-,-,i,ελπιδα,ελπις,-s---fa--i,-,s,-,-,-,f,a,-,-,i,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,2
τοις,-p---od--i,yes,-,p,-,-,-,o,d,-,-,i,θεος,θεος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,εκπεπληρωκεν,εκπληροω,3sria----i,3,s,r,i,a,-,-,-,-,i,τεκνοις,τεκνον,-p---nd--i,-,p,-,-,-,n,d,-,-,i,ημων,ημεις,1p---mg--i,1,p,-,-,-,m,g,-,-,i,αναστησας,ανιστημι,-sapamn--i,-,s,a,p,a,m,n,-,-,i,2
του,-s---mg--i,no,-,s,-,-,-,m,g,-,-,i,παχεων,παχυς,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,υπο,υπο,---------n,-,-,-,-,-,-,-,-,-,n,δημου,δημος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,υποδησαμενοι,υποδεω,-papmmn--i,-,p,a,p,m,m,n,-,-,i,ποδας,πους,-p---ma--i,-,p,-,-,-,m,a,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,ετοιμασια,ετοιμασια,-s---fd--i,-,s,-,-,-,f,d,-,-,i,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,της,ο,-s---fg--i,-,s,-,-,-,f,g,-,-,i,εικονος,εικων,-s---fg--i,-,s,-,-,-,f,g,-,-,i,υιου,υιος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,αριθμου,αριθμος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,του,ο,-s---ng--i,-,s,-,-,-,n,g,-,-,i,ονοματος,ονομα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,2
τω,-s---nd--i,yes,-,s,-,-,-,n,d,-,-,i,ποιουσιν,ποιεω,3ppia----i,3,p,p,i,a,-,-,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,ξηρω,ξηρος,-s---ndp-i,-,s,-,-,-,n,d,p,-,i,τι,τις,-s---nn--i,-,s,-,-,-,n,n,-,-,i,γενηται,γιγνομαι,3sasm----i,3,s,a,s,m,-,-,-,-,i,2
τα,-p---na--i,yes,-,p,-,-,-,n,a,-,-,i,δοκιμαζειν,δοκιμαζω,--pna----i,-,-,p,n,a,-,-,-,-,i,υμας,υμεις,2p---ma--i,2,p,-,-,-,m,a,-,-,i,διαφεροντα,διαφερω,-pppana--i,-,p,p,p,a,n,a,-,-,i,ινα,ινα,---------n,-,-,-,-,-,-,-,-,-,n,ητε,ειμι,2ppsa----i,2,p,p,s,a,-,-,-,-,i,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,γαρ,γαρ,---------n,-,-,-,-,-,-,-,-,-,n,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,εξηλθον,εξερχομαι,1saia----i,1,s,a,i,a,-,-,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,οδυνωμαι,οδυναω,1spip----i,1,s,p,i,p,-,-,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,φλογι,φλοξ,-s---fd--i,-,s,-,-,-,f,d,-,-,i,ταυτη,ουτος,-s---fd--i,-,s,-,-,-,f,d,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τον,-s---ma--i,no,-,s,-,-,-,m,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ο,ο,-s---mn--i,-,s,-,-,-,m,n,-,-,i,πολεμον,πολεμος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,ην,ειμι,3siia----i,3,s,i,i,a,-,-,-,-,i,συναψας,συναπτω,-sapamn--i,-,s,a,p,a,m,n,-,-,i,2
τον,-s---ma--i,no,-,s,-,-,-,m,a,-,-,i,ποιησαι,ποιεω,--ana----i,-,-,a,n,a,-,-,-,-,i,αυτω,αυτος,3s---md--i,3,s,-,-,-,m,d,-,-,i,ποταμον,ποταμος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,εξ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,αριστερης,αριστερος,-s---fgp-i,-,s,-,-,-,f,g,p,-,i,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,ιουδαιοι,ιουδαιος,-p---mnp-i,-,p,-,-,-,m,n,p,-,i,οχλους,οχλος,-p---ma--i,-,p,-,-,-,m,a,-,-,i,επλησθησαν,πιμπλημι,3paip----i,3,p,a,i,p,-,-,-,-,i,ζηλου,ζηλος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
την,-s---fa--i,no,-,s,-,-,-,f,a,-,-,i,τυρσηνιην,τυρρηνια,-s---fa--i,-,s,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ιβηριην,ιβηρια,-s---fa--i,-,s,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,τον,ο,-s---ma--i,-,s,-,-,-,m,a,-,-,i,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,οτε,οτε,---------n,-,-,-,-,-,-,-,-,-,n,εσταυρωσαν,σταυροω,3paia----i,3,p,a,i,a,-,-,-,-,i,ιησουν,ιησους,-s---ma--i,-,s,-,-,-,m,a,-,-,i,ελαβον,λαμβανω,3paia----i,3,p,a,i,a,-,-,-,-,i,τα,ο,-p---na--i,-,p,-,-,-,n,a,-,-,i,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,οδω,οδος,-s---fd--i,-,s,-,-,-,f,d,-,-,i,αναβαινοντες,αναβαινω,-pppamn--i,-,p,p,p,a,m,n,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,μαρτυς,μαρτυς,-s---mn--i,-,s,-,-,-,m,n,-,-,i,μου,εγω,1s---mg--i,1,s,-,-,-,m,g,-,-,i,πιστος,πιστος,-s---mnp-i,-,s,-,-,-,m,n,p,-,i,μου,εγω,1s---mg--i,1,s,-,-,-,m,g,-,-,i,ος,ος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,ταις,ο,-p---fd--i,-,p,-,-,-,f,d,-,-,i,εκκλησιαις,εκκλησια,-p---fd--i,-,p,-,-,-,f,d,-,-,i,εχων,εχω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,ους,ους,-s---na--i,-,s,-,-,-,n,a,-,-,i,ακουσατω,ακουω,3sama----i,3,s,a,m,a,-,-,-,-,i,2
τω,-s---od--i,no,-,s,-,-,-,o,d,-,-,i,οι,ου,3s---md--i,3,s,-,-,-,m,d,-,-,i,κρεμαμενον,κρεμαννυμι,-spppnn--i,-,s,p,p,p,n,n,-,-,i,παιδι,παις,-s---md--i,-,s,-,-,-,m,d,-,-,i,εμπεση,εμπιπτω,3sasa----i,3,s,a,s,a,-,-,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τοισι,-p---md--i,no,-,p,-,-,-,m,d,-,-,i,ορμωμενοι,ορμαω,-pppmmn--i,-,p,p,p,m,m,n,-,-,i,εγεφυρουν,γεφυροω,3piia----i,3,p,i,i,a,-,-,-,-,i,προσεκειτο,προσκειμαι,3siim----i,3,s,i,i,m,-,-,-,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,μεν,μεν,---------n,-,-,-,-,-,-,-,-,-,n,2
η,-s---fn--i,yes,-,s,-,-,-,f,n,-,-,i,σε,συ,2s---pa--i,2,s,-,-,-,p,a,-,-,i,ιδου,ιδου,---------n,-,-,-,-,-,-,-,-,-,n,μητηρ,μητηρ,-s---fn--i,-,s,-,-,-,f,n,-,-,i,σου,συ,2s---pg--i,2,s,-,-,-,p,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,ειπεν,λεγω,3saia----i,3,s,a,i,a,-,-,-,-,i,αυτοις,αυτος,3p---md--i,3,p,-,-,-,m,d,-,-,i,πειλατος,πιλατος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,πατηρ,πατηρ,-s---mn--i,-,s,-,-,-,m,n,-,-,i,εσφραγισεν,σφραγιζω,3saia----i,3,s,a,i,a,-,-,-,-,i,θεος,θεος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,στεναγμοις,στεναγμος,-p---md--i,-,p,-,-,-,m,d,-,-,i,αλαλητοις,αλαλητος,-p---mdp-i,-,p,-,-,-,m,d,p,-,i,γαρ,γαρ,---------n,-,-,-,-,-,-,-,-,-,n,τι,τις,-s---na--i,-,s,-,-,-,n,a,-,-,i,προσευξωμεθα,προσευχομαι,1pasm----i,1,p,a,s,m,-,-,-,-,i,4
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,απ’,απο,---------n,-,-,-,-,-,-,-,-,-,n,αυτων,αυτος,3p---mg--i,3,p,-,-,-,m,g,-,-,i,νυμφιος,νυμφιος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,τοτε,τοτε,---------n,-,-,-,-,-,-,-,-,-,n,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,καθως,καθως,---------n,-,-,-,-,-,-,-,-,-,n,προηρηται,προαιρεω,3srim----i,3,s,r,i,m,-,-,-,-,i,καρδια,καρδια,-s---fd--i,-,s,-,-,-,f,d,-,-,i,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,2
η,-s---fn--i,yes,-,s,-,-,-,f,n,-,-,i,ιουδαια,ιουδαια,-s---fd--i,-,s,-,-,-,f,d,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,διακονια,διακονια,-s---fn--i,-,s,-,-,-,f,n,-,-,i,μου,εγω,1s---mg--i,1,s,-,-,-,m,g,-,-,i,η,ο,-s---fn--i,-,s,-,-,-,f,n,-,-,i,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,στηριζων,στηριζω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,παντας,πας,-p---ma--i,-,p,-,-,-,m,a,-,-,i,μαθητας,μαθητης,-p---ma--i,-,p,-,-,-,m,a,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,ει,ει,---------n,-,-,-,-,-,-,-,-,-,n,ηδεις,οιδα,2slia----i,2,s,l,i,a,-,-,-,-,i,δωρεαν,δωρεα,-s---fa--i,-,s,-,-,-,f,a,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
ο,-s---mn--i,no,-,s,-,-,-,m,n,-,-,i,ως,ως,---------n,-,-,-,-,-,-,-,-,-,n,ειη,ειμι,3spoa----i,3,s,p,o,a,-,-,-,-,i,κροισος,κροισος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,θεοφιλης,θεοφιλης,-s---pnp-i,-,s,-,-,-,p,n,p,-,i,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,επεινασεν,πειναω,3saia----i,3,s,a,i,a,-,-,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,επαυριον,επαυριον,---------n,-,-,-,-,-,-,-,-,-,n,εξελθοντων,εξερχομαι,-papamg--i,-,p,a,p,a,m,g,-,-,i,αυτων,αυτος,3p---mg--i,3,p,-,-,-,m,g,-,-,i,2
την,-s---fa--i,no,-,s,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,εσχε,εχω,3saia----i,3,s,a,i,a,-,-,-,-,i,εκεινου,εκεινος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,τιμην,τιμη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,ουδεν,ουδεις,-s---na--i,-,s,-,-,-,n,a,-,-,i,3
την,-s---fa--i,no,-,s,-,-,-,f,a,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,πυνθανομενοι,πυνθανομαι,-pppmmn--i,-,p,p,p,m,m,n,-,-,i,στρατιην,στρατια,-s---fa--i,-,s,-,-,-,f,a,-,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,περσικην,περσικος,-s---fap-i,-,s,-,-,-,f,a,p,-,i,2
τοισι,-p---md--i,no,-,p,-,-,-,m,d,-,-,i,χρηστηρια,χρηστηριον,-p---nn--i,-,p,-,-,-,n,n,-,-,i,ταυτα,ουτος,-p---nn--i,-,p,-,-,-,n,n,-,-,i,αθηναιοισι,αθηναιος,-p---mdp-i,-,p,-,-,-,m,d,p,-,i,εγεγονεε,γιγνομαι,3slia----i,3,s,l,i,a,-,-,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τας,-p---fa--i,yes,-,p,-,-,-,f,a,-,-,i,αλλα,αλλα,---------n,-,-,-,-,-,-,-,-,-,n,και,και,---------n,-,-,-,-,-,-,-,-,-,n,χειρας,χειρ,-p---fa--i,-,p,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,2
των,-p---mg--i,no,-,p,-,-,-,m,g,-,-,i,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,στρατηγοι,στρατηγος,-p---mn--i,-,p,-,-,-,m,n,-,-,i,σαμιων,σαμιος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,ενθαυτα,ενταυθα,---------n,-,-,-,-,-,-,-,-,-,n,δη,δη,---------n,-,-,-,-,-,-,-,-,-,n,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,δια,δια,---------n,-,-,-,-,-,-,-,-,-,n,τεταχεναι,τασσω,--rna----i,-,-,r,n,a,-,-,-,-,i,κλαυδιον,κλαυδιος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,χωριζεσθαι,χωριζω,--pnp----i,-,-,p,n,p,-,-,-,-,i,2
των,-p---qg--i,no,-,p,-,-,-,q,g,-,-,i,κινησοντα,κινεω,-sfpama--i,-,s,f,p,a,m,a,-,-,i,τι,τις,-s---na--i,-,s,-,-,-,n,a,-,-,i,ακινητων,ακινητος,-p---ngp-i,-,p,-,-,-,n,g,p,-,i,ειτε,ειτε,---------n,-,-,-,-,-,-,-,-,-,n,ο,ος,-s---na--i,-,s,-,-,-,n,a,-,-,i,2
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,η,ο,-s---fn--i,-,s,-,-,-,f,n,-,-,i,ελπις,ελπις,-s---fn--i,-,s,-,-,-,f,n,-,-,i,κλησεως,κλησις,-s---fg--i,-,s,-,-,-,f,g,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,τις,τις,-s---mn--i,-,s,-,-,-,m,n,-,-,i,2
